cohort_month,activity_month,cohort_period_month,cohort_customers,retained_customers,inactive_from_cohort,retention_rate_pct
2015-02-01,2017-09-01,31,7,1,6,14.29
2015-02-01,2017-10-01,32,7,2,5,28.57
2015-02-01,2017-11-01,33,7,2,5,28.57
2015-02-01,2017-12-01,34,7,2,5,28.57
2015-03-01,2015-03-01,0,18,18,0,100.0
2015-03-01,2015-04-01,1,18,1,17,5.56
2015-03-01,2015-05-01,2,18,1,17,5.56
2015-03-01,2015-06-01,3,18,3,15,16.67
2015-03-01,2015-07-01,4,18,1,17,5.56
2015-03-01,2015-08-01,5,18,1,17,5.56
2015-03-01,2015-09-01,6,18,3,15,16.67
2015-03-01,2015-10-01,7,18,1,17,5.56
2015-03-01,2015-11-01,8,18,3,15,16.67
2015-03-01,2015-12-01,9,18,1,17,5.56
2015-03-01,2016-01-01,10,18,1,17,5.56
2015-03-01,2016-02-01,11,18,2,16,11.11
2015-03-01,2016-03-01,12,18,1,17,5.56
2015-03-01,2016-04-01,13,18,1,17,5.56
2015-03-01,2016-05-01,14,18,3,15,16.67
2015-03-01,2016-06-01,15,18,2,16,11.11
2015-03-01,2016-08-01,17,18,2,16,11.11
2015-03-01,2016-09-01,18,18,7,11,38.89
2015-03-01,2016-10-01,19,18,3,15,16.67
2015-03-01,2016-11-01,20,18,6,12,33.33
2015-03-01,2016-12-01,21,18,5,13,27.78
2015-03-01,2017-01-01,22,18,6,12,33.33
2015-03-01,2017-02-01,23,18,1,17,5.56
2015-03-01,2017-03-01,24,18,1,17,5.56
2015-03-01,2017-04-01,25,18,2,16,11.11
2015-03-01,2017-05-01,26,18,2,16,11.11
2015-03-01,2017-06-01,27,18,1,17,5.56
2015-03-01,2017-08-01,29,18,4,14,22.22
2015-03-01,2017-10-01,31,18,4,14,22.22
2015-03-01,2017-11-01,32,18,5,13,27.78
2015-03-01,2017-12-01,33,18,4,14,22.22
2015-04-01,2015-04-01,0,12,12,0,100.0
2015-04-01,2015-07-01,3,12,1,11,8.33
2015-04-01,2015-09-01,5,12,1,11,8.33
2015-04-01,2015-10-01,6,12,3,9,25.0
2015-04-01,2015-11-01,7,12,2,10,16.67
2015-04-01,2016-02-01,10,12,1,11,8.33
2015-04-01,2016-03-01,11,12,1,11,8.33
2015-04-01,2016-06-01,14,12,1,11,8.33
2015-04-01,2016-07-01,15,12,3,9,25.0
2015-04-01,2016-08-01,16,12,1,11,8.33
2015-04-01,2016-09-01,17,12,6,6,50.0
2015-04-01,2016-10-01,18,12,1,11,8.33
2015-04-01,2016-11-01,19,12,2,10,16.67
2015-04-01,2016-12-01,20,12,2,10,16.67
2015-04-01,2017-01-01,21,12,2,10,16.67
2015-04-01,2017-04-01,24,12,1,11,8.33
2015-04-01,2017-06-01,26,12,2,10,16.67
2015-04-01,2017-07-01,27,12,3,9,25.0
2015-04-01,2017-08-01,28,12,1,11,8.33
2015-04-01,2017-09-01,29,12,4,8,33.33
2015-04-01,2017-10-01,30,12,4,8,33.33
2015-04-01,2017-11-01,31,12,1,11,8.33
2015-04-01,2017-12-01,32,12,3,9,25.0
2015-05-01,2015-05-01,0,12,12,0,100.0
2015-05-01,2015-08-01,3,12,1,11,8.33
2015-05-01,2015-09-01,4,12,2,10,16.67
2015-05-01,2015-11-01,6,12,2,10,16.67
2015-05-01,2015-12-01,7,12,2,10,16.67
2015-05-01,2016-01-01,8,12,1,11,8.33
2015-05-01,2016-02-01,9,12,1,11,8.33
2015-05-01,2016-03-01,10,12,3,9,25.0
2015-05-01,2016-04-01,11,12,2,10,16.67
2015-05-01,2016-05-01,12,12,1,11,8.33
2015-05-01,2016-06-01,13,12,2,10,16.67
2015-05-01,2016-07-01,14,12,1,11,8.33
2015-05-01,2016-08-01,15,12,3,9,25.0
2015-05-01,2016-09-01,16,12,3,9,25.0
2015-05-01,2016-10-01,17,12,2,10,16.67
2015-05-01,2016-11-01,18,12,2,10,16.67
2015-05-01,2016-12-01,19,12,1,11,8.33
2015-05-01,2017-01-01,20,12,1,11,8.33
2015-05-01,2017-03-01,22,12,3,9,25.0
2015-05-01,2017-04-01,23,12,1,11,8.33
2015-05-01,2017-06-01,25,12,3,9,25.0
2015-05-01,2017-07-01,26,12,1,11,8.33
2015-05-01,2017-09-01,28,12,6,6,50.0
2015-05-01,2017-10-01,29,12,2,10,16.67
2015-05-01,2017-11-01,30,12,3,9,25.0
2015-05-01,2017-12-01,31,12,2,10,16.67
2015-06-01,2015-06-01,0,12,12,0,100.0
2015-06-01,2015-07-01,1,12,1,11,8.33
2015-06-01,2015-08-01,2,12,1,11,8.33
2015-06-01,2015-09-01,3,12,5,7,41.67
2015-06-01,2015-10-01,4,12,1,11,8.33
2015-06-01,2015-11-01,5,12,3,9,25.0
2015-06-01,2015-12-01,6,12,2,10,16.67
2015-06-01,2016-02-01,8,12,1,11,8.33
2015-06-01,2016-03-01,9,12,3,9,25.0
2015-06-01,2016-04-01,10,12,1,11,8.33
2015-06-01,2016-06-01,12,12,5,7,41.67
2015-06-01,2016-07-01,13,12,1,11,8.33
2015-06-01,2016-09-01,15,12,2,10,16.67
2015-06-01,2016-10-01,16,12,3,9,25.0
2015-06-01,2016-11-01,17,12,3,9,25.0
2015-06-01,2016-12-01,18,12,2,10,16.67
2015-06-01,2017-01-01,19,12,1,11,8.33
2015-06-01,2017-02-01,20,12,1,11,8.33
2015-06-01,2017-03-01,21,12,5,7,41.67
2015-06-01,2017-05-01,23,12,1,11,8.33
2015-06-01,2017-07-01,25,12,2,10,16.67
2015-06-01,2017-08-01,26,12,2,10,16.67
2015-06-01,2017-09-01,27,12,3,9,25.0
2015-06-01,2017-10-01,28,12,2,10,16.67
2015-06-01,2017-11-01,29,12,4,8,33.33
2015-06-01,2017-12-01,30,12,3,9,25.0
2015-07-01,2015-07-01,0,8,8,0,100.0
2015-07-01,2015-10-01,3,8,2,6,25.0
2015-07-01,2015-11-01,4,8,3,5,37.5
2015-07-01,2015-12-01,5,8,1,7,12.5
2015-07-01,2016-02-01,7,8,2,6,25.0
2015-07-01,2016-06-01,11,8,1,7,12.5
2015-07-01,2016-07-01,12,8,1,7,12.5
2015-07-01,2016-10-01,15,8,1,7,12.5
2015-07-01,2016-11-01,16,8,2,6,25.0
2015-07-01,2016-12-01,17,8,1,7,12.5
2015-07-01,2017-01-01,18,8,1,7,12.5
2015-07-01,2017-03-01,20,8,1,7,12.5
2015-07-01,2017-04-01,21,8,1,7,12.5
2015-07-01,2017-05-01,22,8,1,7,12.5
2015-07-01,2017-06-01,23,8,2,6,25.0
2015-07-01,2017-08-01,25,8,2,6,25.0
2015-07-01,2017-09-01,26,8,2,6,25.0
2015-07-01,2017-11-01,28,8,3,5,37.5
2015-07-01,2017-12-01,29,8,1,7,12.5
2015-08-01,2015-08-01,0,12,12,0,100.0
2015-08-01,2015-09-01,1,12,3,9,25.0
2015-08-01,2015-10-01,2,12,1,11,8.33
2015-08-01,2015-11-01,3,12,2,10,16.67
2015-08-01,2015-12-01,4,12,3,9,25.0
2015-08-01,2016-05-01,9,12,1,11,8.33
2015-08-01,2016-06-01,10,12,2,10,16.67
2015-08-01,2016-09-01,13,12,4,8,33.33
2015-08-01,2016-10-01,14,12,2,10,16.67
2015-08-01,2016-11-01,15,12,3,9,25.0
2015-08-01,2016-12-01,16,12,3,9,25.0
2015-08-01,2017-02-01,18,12,1,11,8.33
2015-08-01,2017-03-01,19,12,2,10,16.67
2015-08-01,2017-04-01,20,12,5,7,41.67
2015-08-01,2017-06-01,22,12,2,10,16.67
2015-08-01,2017-07-01,23,12,3,9,25.0
2015-08-01,2017-08-01,24,12,1,11,8.33
2015-08-01,2017-09-01,25,12,5,7,41.67
2015-08-01,2017-10-01,26,12,2,10,16.67
2015-08-01,2017-11-01,27,12,3,9,25.0
2015-08-01,2017-12-01,28,12,2,10,16.67
2015-09-01,2015-09-01,0,16,16,0,100.0
2015-09-01,2015-10-01,1,16,1,15,6.25
2015-09-01,2015-11-01,2,16,3,13,18.75
2015-09-01,2015-12-01,3,16,1,15,6.25
2015-09-01,2016-01-01,4,16,4,12,25.0
2015-09-01,2016-02-01,5,16,1,15,6.25
2015-09-01,2016-03-01,6,16,3,13,18.75
2015-09-01,2016-04-01,7,16,3,13,18.75
2015-09-01,2016-05-01,8,16,1,15,6.25
2015-09-01,2016-07-01,10,16,1,15,6.25
2015-09-01,2016-08-01,11,16,7,9,43.75
2015-09-01,2016-09-01,12,16,3,13,18.75
2015-09-01,2016-10-01,13,16,2,14,12.5
2015-09-01,2016-11-01,14,16,3,13,18.75
2015-09-01,2016-12-01,15,16,2,14,12.5
2015-09-01,2017-02-01,17,16,2,14,12.5
2015-09-01,2017-03-01,18,16,4,12,25.0
2015-09-01,2017-04-01,19,16,5,11,31.25
2015-09-01,2017-05-01,20,16,4,12,25.0
2015-09-01,2017-06-01,21,16,3,13,18.75
2015-09-01,2017-08-01,23,16,4,12,25.0
2015-09-01,2017-09-01,24,16,7,9,43.75
2015-09-01,2017-10-01,25,16,2,14,12.5
2015-09-01,2017-11-01,26,16,4,12,25.0
2015-09-01,2017-12-01,27,16,4,12,25.0
2015-10-01,2015-10-01,0,9,9,0,100.0
2015-10-01,2015-12-01,2,9,4,5,44.44
2015-10-01,2016-05-01,7,9,1,8,11.11
2015-10-01,2016-07-01,9,9,1,8,11.11
2015-10-01,2016-09-01,11,9,1,8,11.11
2015-10-01,2016-11-01,13,9,1,8,11.11
2015-10-01,2016-12-01,14,9,1,8,11.11
2015-10-01,2017-01-01,15,9,2,7,22.22
2015-10-01,2017-02-01,16,9,1,8,11.11
2015-10-01,2017-03-01,17,9,1,8,11.11
2015-10-01,2017-04-01,18,9,3,6,33.33
2015-10-01,2017-07-01,21,9,2,7,22.22
2015-10-01,2017-08-01,22,9,1,8,11.11
2015-10-01,2017-09-01,23,9,2,7,22.22
2015-10-01,2017-10-01,24,9,1,8,11.11
2015-10-01,2017-11-01,25,9,1,8,11.11
2015-10-01,2017-12-01,26,9,3,6,33.33
2015-11-01,2015-11-01,0,10,10,0,100.0
2015-11-01,2015-12-01,1,10,1,9,10.0
2015-11-01,2016-01-01,2,10,1,9,10.0
2015-11-01,2016-05-01,6,10,1,9,10.0
2015-11-01,2016-06-01,7,10,1,9,10.0
2015-11-01,2016-07-01,8,10,2,8,20.0
2015-11-01,2016-08-01,9,10,1,9,10.0
2015-11-01,2016-09-01,10,10,1,9,10.0
2015-11-01,2016-10-01,11,10,2,8,20.0
2015-11-01,2016-11-01,12,10,1,9,10.0
2015-11-01,2016-12-01,13,10,2,8,20.0
2015-11-01,2017-02-01,15,10,2,8,20.0
2015-11-01,2017-03-01,16,10,3,7,30.0
2015-11-01,2017-08-01,21,10,2,8,20.0
2015-11-01,2017-09-01,22,10,4,6,40.0
2015-11-01,2017-11-01,24,10,5,5,50.0
2015-11-01,2017-12-01,25,10,5,5,50.0
2015-12-01,2015-12-01,0,13,13,0,100.0
2015-12-01,2016-01-01,1,13,1,12,7.69
2015-12-01,2016-03-01,3,13,1,12,7.69
2015-12-01,2016-04-01,4,13,2,11,15.38
2015-12-01,2016-05-01,5,13,2,11,15.38
2015-12-01,2016-07-01,7,13,3,10,23.08
2015-12-01,2016-08-01,8,13,1,12,7.69
2015-12-01,2016-09-01,9,13,3,10,23.08
2015-12-01,2016-10-01,10,13,2,11,15.38
2015-12-01,2016-11-01,11,13,2,11,15.38
2015-12-01,2016-12-01,12,13,1,12,7.69
2015-12-01,2017-01-01,13,13,1,12,7.69
2015-12-01,2017-03-01,15,13,3,10,23.08
2015-12-01,2017-04-01,16,13,2,11,15.38
2015-12-01,2017-06-01,18,13,1,12,7.69
2015-12-01,2017-07-01,19,13,2,11,15.38
2015-12-01,2017-08-01,20,13,2,11,15.38
2015-12-01,2017-09-01,21,13,1,12,7.69
2015-12-01,2017-10-01,22,13,1,12,7.69
2015-12-01,2017-11-01,23,13,4,9,30.77
2015-12-01,2017-12-01,24,13,3,10,23.08
2016-01-01,2016-01-01,0,6,6,0,100.0
2016-01-01,2016-02-01,1,6,1,5,16.67
2016-01-01,2016-04-01,3,6,1,5,16.67
2016-01-01,2016-06-01,5,6,1,5,16.67
2016-01-01,2016-07-01,6,6,1,5,16.67
2016-01-01,2016-08-01,7,6,1,5,16.67
2016-01-01,2016-10-01,9,6,1,5,16.67
2016-01-01,2016-11-01,10,6,1,5,16.67
2016-01-01,2016-12-01,11,6,1,5,16.67
2016-01-01,2017-02-01,13,6,1,5,16.67
2016-01-01,2017-03-01,14,6,2,4,33.33
2016-01-01,2017-05-01,16,6,2,4,33.33
2016-01-01,2017-07-01,18,6,2,4,33.33
2016-01-01,2017-08-01,19,6,2,4,33.33
2016-01-01,2017-09-01,20,6,2,4,33.33
2016-01-01,2017-11-01,22,6,1,5,16.67
2016-01-01,2017-12-01,23,6,2,4,33.33
2016-02-01,2016-02-01,0,2,2,0,100.0
2016-02-01,2016-04-01,2,2,1,1,50.0
2016-02-01,2016-10-01,8,2,1,1,50.0
2016-02-01,2016-11-01,9,2,1,1,50.0
2016-02-01,2017-01-01,11,2,1,1,50.0
2016-02-01,2017-03-01,13,2,1,1,50.0
2016-02-01,2017-08-01,18,2,1,1,50.0
2016-02-01,2017-09-01,19,2,2,0,100.0
2016-03-01,2016-03-01,0,6,6,0,100.0
2016-03-01,2016-05-01,2,6,3,3,50.0
2016-03-01,2016-07-01,4,6,3,3,50.0
2016-03-01,2016-09-01,6,6,1,5,16.67
2016-03-01,2016-10-01,7,6,1,5,16.67
2016-03-01,2016-11-01,8,6,1,5,16.67
2016-03-01,2016-12-01,9,6,1,5,16.67
2016-03-01,2017-01-01,10,6,3,3,50.0
2016-03-01,2017-02-01,11,6,1,5,16.67
2016-03-01,2017-03-01,12,6,1,5,16.67
2016-03-01,2017-04-01,13,6,2,4,33.33
2016-03-01,2017-05-01,14,6,2,4,33.33
2016-03-01,2017-06-01,15,6,1,5,16.67
2016-03-01,2017-08-01,17,6,1,5,16.67
2016-03-01,2017-09-01,18,6,1,5,16.67
2016-03-01,2017-10-01,19,6,1,5,16.67
2016-03-01,2017-11-01,20,6,4,2,66.67
2016-03-01,2017-12-01,21,6,2,4,33.33
2016-04-01,2016-04-01,0,7,7,0,100.0
2016-04-01,2016-05-01,1,7,2,5,28.57
2016-04-01,2016-07-01,3,7,1,6,14.29
2016-04-01,2016-08-01,4,7,1,6,14.29
2016-04-01,2016-09-01,5,7,4,3,57.14
2016-04-01,2016-11-01,7,7,1,6,14.29
2016-04-01,2017-01-01,9,7,2,5,28.57
2016-04-01,2017-03-01,11,7,1,6,14.29
2016-04-01,2017-04-01,12,7,1,6,14.29
2016-04-01,2017-07-01,15,7,2,5,28.57
2016-04-01,2017-09-01,17,7,2,5,28.57
2016-04-01,2017-10-01,18,7,1,6,14.29
2016-04-01,2017-11-01,19,7,1,6,14.29
2016-04-01,2017-12-01,20,7,2,5,28.57
2016-05-01,2016-05-01,0,7,7,0,100.0
2016-05-01,2016-07-01,2,7,1,6,14.29
2016-05-01,2016-08-01,3,7,2,5,28.57
2016-05-01,2016-09-01,4,7,1,6,14.29
2016-05-01,2016-10-01,5,7,1,6,14.29
2016-05-01,2016-11-01,6,7,2,5,28.57
2016-05-01,2016-12-01,7,7,1,6,14.29
2016-05-01,2017-01-01,8,7,2,5,28.57
2016-05-01,2017-02-01,9,7,1,6,14.29
2016-05-01,2017-03-01,10,7,2,5,28.57
2016-05-01,2017-04-01,11,7,1,6,14.29
2016-05-01,2017-05-01,12,7,1,6,14.29
2016-05-01,2017-06-01,13,7,2,5,28.57
2016-05-01,2017-09-01,16,7,2,5,28.57
2016-05-01,2017-10-01,17,7,1,6,14.29
2016-05-01,2017-11-01,18,7,2,5,28.57
2016-05-01,2017-12-01,19,7,2,5,28.57
2016-06-01,2016-06-01,0,8,8,0,100.0
2016-06-01,2016-07-01,1,8,1,7,12.5
2016-06-01,2016-08-01,2,8,2,6,25.0
2016-06-01,2016-09-01,3,8,3,5,37.5
2016-06-01,2016-10-01,4,8,1,7,12.5
2016-06-01,2016-11-01,5,8,1,7,12.5
2016-06-01,2016-12-01,6,8,1,7,12.5
2016-06-01,2017-01-01,7,8,1,7,12.5
2016-06-01,2017-03-01,9,8,2,6,25.0
2016-06-01,2017-06-01,12,8,2,6,25.0
2016-06-01,2017-08-01,14,8,2,6,25.0
2016-06-01,2017-09-01,15,8,3,5,37.5
2016-06-01,2017-11-01,17,8,1,7,12.5
2016-06-01,2017-12-01,18,8,3,5,37.5
2016-07-01,2016-07-01,0,2,2,0,100.0
2016-07-01,2017-04-01,9,2,1,1,50.0
2016-07-01,2017-11-01,16,2,1,1,50.0
2016-08-01,2016-08-01,0,4,4,0,100.0
2016-08-01,2017-01-01,5,4,1,3,25.0
2016-08-01,2017-03-01,7,4,1,3,25.0
2016-08-01,2017-04-01,8,4,2,2,50.0
2016-08-01,2017-05-01,9,4,2,2,50.0
2016-08-01,2017-06-01,10,4,1,3,25.0
2016-08-01,2017-09-01,13,4,1,3,25.0
2016-08-01,2017-11-01,15,4,2,2,50.0
2016-08-01,2017-12-01,16,4,3,1,75.0
2016-10-01,2016-10-01,0,1,1,0,100.0
2016-10-01,2016-12-01,2,1,1,0,100.0
2016-10-01,2017-08-01,10,1,1,0,100.0
2016-10-01,2017-09-01,11,1,1,0,100.0
2016-10-01,2017-10-01,12,1,1,0,100.0
2016-10-01,2017-12-01,14,1,1,0,100.0
2016-11-01,2016-11-01,0,6,6,0,100.0
2016-11-01,2017-01-01,2,6,1,5,16.67
2016-11-01,2017-03-01,4,6,1,5,16.67
2016-11-01,2017-04-01,5,6,1,5,16.67
2016-11-01,2017-08-01,9,6,1,5,16.67
2016-11-01,2017-10-01,11,6,1,5,16.67
2016-11-01,2017-11-01,12,6,2,4,33.33
2016-11-01,2017-12-01,13,6,3,3,50.0
2016-12-01,2016-12-01,0,2,2,0,100.0
2016-12-01,2017-10-01,10,2,1,1,50.0
2016-12-01,2017-12-01,12,2,1,1,50.0
2017-03-01,2017-03-01,0,3,3,0,100.0
2017-03-01,2017-06-01,3,3,1,2,33.33
2017-03-01,2017-07-01,4,3,1,2,33.33
2017-03-01,2017-08-01,5,3,1,2,33.33
2017-03-01,2017-10-01,7,3,1,2,33.33
2017-04-01,2017-04-01,0,1,1,0,100.0
2017-06-01,2017-06-01,0,1,1,0,100.0
2017-06-01,2017-12-01,6,1,1,0,100.0
2017-07-01,2017-07-01,0,2,2,0,100.0
2017-07-01,2017-12-01,5,2,1,1,50.0
2017-09-01,2017-09-01,0,1,1,0,100.0
2017-10-01,2017-10-01,0,2,2,0,100.0
2017-11-01,2017-11-01,0,1,1,0,100.0
